IncidentDate,Time,MGRS,Latitude,Longitude,Adm2,Adm0,Explosion?,ExplosionType,Attacks?,IncidentType,GroupInitiating,Targets,IncidentCategory,Description,DeathCount,InjuredCount,CivilianInjuries?,Within5km?,Source,Adm1,ConflictOrCrimeOriented
2/5/2023,,38PKR3610542403,9.4219,42.5969,,Oromia,No,,Yes,Intercommunal Violence,Somali & Oromo clans,,Miscellaneous,"Fresh fighting was reported between Jarso and Geri clans on February 5th in four kebeles (Tuuranood, Geedanood, Teero, and Chidiile) in Tuli Guled Woreda of the Fafan Zone in Somali region, where the Somali region shares border with Oromia region in Chinaksen Woreda of East Hararge Zone of the Oromia Region. There are reports of casualties and torching down of residence.",0,0,No,No,,East Hararge,conflict oriented
2/4/2023,,36PYQ0468871058,8.78019,34.86084,,Oromia,No,,Yes,Armed Clash,OLA & ENDF,,Crime,"Continued clashes were reported between OLA forces and government troops in several locations across the Kellem Wollega, East Wollega, and West Shewa Zones. Reportedly, OLA rebel forces have taken control of Yemalogi Welel Woreda in Kellem Wollega Zone",0,0,No,No,,Kelem Wolega,conflict oriented
2/3/2023,,37PBQ1241277641,13.35236,36.34505,,Amhara,No,,Yes,Battle,Sudan & Ethiopan Army,,Explosive/Remote Violence,A conflict reportedly broke out between Sudanese and Ethiopian armed groups near Alfashaqa in Armachiho Woreda of West Gondar Zone in a place called Abotir in the Ethio-Sudanese border. The incident has reportedly caused casualties and the situation is reported to be under control by the defense forces of both countries.,0,0,No,No,,North Gondar,conflict oriented
2/2/2023,,37PBL7595105598,9.0915,36.9615,Ano,Oromia,No,,Yes,Armed Clash,OLA,Civilians,Crime,"VOA reported that it has heard from residents that OLF-Shene militants killed 60 civilians las week. The report is confirmed by the district administrator who said that members of the district administration and security personnel were also killed. The OLF-Shene ,on the other hand said that the attack was against ?Amhara regional forces ?who were on training at a training center in the area.",60,0,No,No,VOA,East Wellega,crime oriented
1/30/2023,,37PDL3583083690,9.80303,38.41485,Gebre Guracha,Oromia,No,,Yes,Crime,UAG,Chinese nationals,Crime,"UAG attacked a group of 9 Chinese nationals in Gebre Guracha, resulting in the death of 1.",1,0,No,No,,North Shewa,crime oriented
1/30/2023,,37PBL3156805772,9.0906,36.5579,,Oromia,Yes,Explosive device,Yes,Crime/Killing,UAG,Wegage Hotel/ENDF Military base,Explosive/Remote Violence,"An explosive device was allegedly thrown into the Wegage Hotel, a location currently used by the ENDF as a military base",0,0,No,No,,East Wellega,conflict/crime
1/29/2023,,37NCG6284609709,5.51477,37.76184,,SNNP,No,,Yes,Crime,OLA,Civilains,Crime,"Armed group, suspected to be OLA-Shene, attacked passengers on the road resulting in multiple fatalities",Mulitiple,0,No,No,,,crime oriented
1/27/2023,,37PEM8471977927,10.6549,39.7746,,Amhara,No,,Yes,Armed Clash,GOE & rebels,,Crime,"Reporting indicated ongoing and intensive fighting on January 27, 2023 in four Kebeles of the Antsokia Gemza woreda of North Shewa zone between GOE forces and rebels",0,0,No,No,,North Shewa,conflict oriented
1/26/2023,,37NDG1720154493,5.92069,38.25197,Gedeb Town,SNNP,No,,Yes,Armed Clash,OLA,"Bank, Presion",Crime,"OLA reportedly attacked Gedeb Town killing five. The group allegedly robbed a bank and stormed a prison, freeing an unspecified number of detainees.",5,0,No,No,,Gedeo,conflict oriented
1/26/2023,,37PDL2767442418,9.42962,38.3412,,Oromia,No,,No,Kidnapping,UAG,Factory employees,Crime,"Unidentified gunmen kidnapped 20 employees of the Dangote Cement Factory. The employees were released on Jan 30 after paying ransoms priced at between 50,000-100,000 Birr",0,0,No,No,,West Shewa,crime oriented
1/26/2023,,37PDK5737462458,8.7068,38.6125,,Oromia,No,,Yes,Intercommunal Violence,Unidentified Individuals,Ortodox Chruch,Miscellaneous,Unidentified individuals set fire to the St. George Orthodox Church in Awash Melka,0,0,No,No,,Southwest Shewa,crime oriented
1/23/2023,,38PKR3440034604,9.35132,42.58188,,Somali,No,,No,Protest,Residents,Against regional prsident,Demonstration,"Residents of Gursum Woreda in the Fafan Zone of the Somali Region held a peaceful protest against regional President Mustafa Mohammed and his clan. According to the report, regional special forces may have used excessive force against the protestors",0,0,No,No,,Fafan,Unknown
1/21/2023,,37PFM0628318068,10.11304,39.97007,Jewaha/Senbete,Amhara,No,,Yes,Armed Clash,UAG & Amhra special force,,Crime,"Flighting between a UAG and Amharan Special Forces was reported IVO Jewaha and Senbete, leading to the closure of the main A2 highway between Debra Birhan and Dessie",98,0,No,No,,North Shewa,conflict oriented
1/21/2023,,37NDG1802823600,5.64126,38.2598,Kalaltu Sawa Village,Oromia,No,,Yes,Battle,OLA,ENDF,Explosive/Remote Violence,"OLA fighters reportedly attacked ENDF positions in Kalaltu Sawa Village, Bule Hora, Guji Zone, resulting in a heavy gun battle. OLA claimed to have killed 47 and injured 33 soldiers. Three ENDF soldiers, including one Commander, were reportedly captured. A large cache of weaons was seized, including 33 AKM rifles, 20 hand grenades, among others. This incident is the 3rd large-scale attack by OLA in Bule Hora in 4 weeks.",47,33,Yes,No,,Guji,conflict oriented
1/18/2023,,37PGL2078459260,9.57674,41.0116,,Somali,No,,Yes,Intercommunal Violence,Afar & Somali Issa tribes,,Miscellaneous,"On January 18th, sources reported that Afar forces clashed with Issa Somali tribes in the newly formed Dhuunyar and Daymeed Woredas in the Sitti Zone of the Somali Region. At the same time, a tribal conflict broke out between Somali tribes in the Ma?ayso Woreda in the same zone, resulting in the death of five individuals and an unknown number of injuries due to limited access to communication networks in the area.",5,0,No,No,,Sitti,conflict oriented
1/18/2023,11:30:00 PM,37PCP3185093966,12.60514,37.45198,Gondar City,Amhara,No,,Yes,Intercommunal Violence,UAG,Amhara special force,Miscellaneous,"UAG opened fire on Amharan Special Forces (ASF) troops at 23:30 on January 18, 2023. Brigade Commander Wagnew Azezew and Gondar Zone Peace and Security Officer Dagnachew Belete were shot in the chest and neck and received treatment in a local hospital. No group has claimed responsibility. The incident occurred on the same day ASF engaged with FANO militants in Metema Town (145km west of Gondar) during a disarmament operation during Timket celebrations.",0,2,Yes,No,,Central Gondar,conflict oriented
1/18/2023,,37PAQ9255533739,12.95387,36.16645,Metema Town,Amhara,No,,Yes,Intercommunal Violence,Amhra Special Force & FANO,,Miscellaneous,Amharan Special Forces (ASF) clashed with FANO militants in Metema Town on January 18 during a disarmament operation during Timket celebrations.,0,0,No,No,,North Gondar,conflict oriented
1/13/2023,,38PKR3697154009,9.52684,42.60406,,Oromia,No,,Yes,Intercommunal Violence,Oromo & Somali clans,Oromo Admin building,Miscellaneous,"Sources have reported that clashes between Jarso Oromos and Geri Somalis have been ongoing since yesterday (January 13th) in shared border areas of the Chinaksen woreda in the East Hararghe Zone of Oromia (with a few woredas in the Fafen Zone of the Somali Region) and the Tullu Guled woreda located in the Fafen Zone of the Somali Region. Casualties have been reported on both sides, with regional government security forces from both sides participating in the fighting. The violence is believed to have started following news that the Oromia administration is building a dam at Merar, approximately 25km from Jigjiga, the capital city of the Somali Region.",3,12,Yes,No,,East Hararge,conflict oriented
1/13/2023,,38PKR5323763832,9.6166,42.7515558,,Somali,No,,Yes,Intercommunal Violence,Oromo & Somali clans,,Miscellaneous,"Sources have reported that clashes between Jarso Oromos and Geri Somalis have been ongoing since yesterday (January 13th) in shared border areas of the Chinaksen woreda in the East Hararghe Zone of Oromia (with a few woredas in the Fafen Zone of the Somali Region) and the Tullu Guled woreda located in the Fafen Zone of the Somali Region. Casualties have been reported on both sides, with regional government security forces from both sides participating in the fighting. The violence is believed to have started following news that the Oromia administration is building a dam at Merar, approximately 25km from Jigjiga, the capital city of the Somali Region.",3,12,Yes,No,,Fafan,conflict oriented
1/12/2023,,37PDL0346132125,9.33605,38.1209,,Oromia,No,,Yes,Armed Clash,ENDF & OLA,,Crime,"ENDF clashed with OLA during security operations in Sibaaosole Kebele, Jeldu Woreda. 22 killed and 9 captured as well as OLA weapons seized.",22,0,No,No,,West Shewa,conflcit oriented
1/12/2023,,37PCK1356170778,8.77844,37.30503,,Oromia,No,,Yes,Armed Clash,ENDF & OLA,,Crime,"ENDF clashed with OLA in Dano Woreda, with ENDF reportedly repulsed by OLA fighters and the capture of ENDF soldiers along with a commander.",0,0,No,No,,West Shewa,conflcit oriented
1/8/2023,,36PYR6057562156,9.600617643,35.37412486,Were Jiru Town,Oromia,No,,Yes,Armed Clash,OLA,GOE forces,Crime,OLA-Shene forces reportedly engaging in battles in Were Jiru town with GOE security forces,0,0,No,No,,West Wollega,conflict oriented
1/8/2023,,37PDK7084799362,9.040696753,38.73473939,,Addis Ababa,No,,No,Protest,Police,Muslim,Demonstration,Gunfire reported in or near Feth Mosque in Addis Ketama. Security deployed and entry/exit from the mosque prohibited.,0,0,No,No,,Addis Ababa,conflcit oriented
1/7/2023,,37NDG1571723113,5.636826985,38.23894485,Bule Hora,Oromia,No,,Yes,Armed Clash,OLA,Detainees,Crime,"OLA-Shene reportedly entered Bule Hora and engaged in Skirmishes with local GOE security forces, killing 8, before freeing 800 detainees detained by authorities in town.",8,0,No,No,,West Guji,conflict oriented
1/5/2023,,36PXQ7485837206,8.475353979,34.58845074,Mugi,Oromia,No,,Yes,Armed Clash,OLA & ENDF,Civilains,Crime,"Sources reported that OLA militants captured the district of Anfilo in the Kelem Wollega Zone of the Oromia Region on January 5, 2023 morning after intense clashes between the OLA and government security forces, which resulted in heavy casualties in the towns of Mugi and Ashi",0,0,No,No,,Kelem Wolega,conflict oriented
1/4/2023,,37PCN2330078884,11.56437128,37.37956455,,Amhara,Yes,Hand grenade,Yes,Crime,Unclear,Police official,Explosive/Remote Violence,"Hand grenade thrown at the residence of a high ranking police official, injuring his wife",0,1,Yes,No,,Bahir Dar,crime oriented
1/4/2023,,37NDH4157078314,7.041001269,38.47095049,Hawassa,Sidama,No,,No,Protest,Kebene Community,local authority,Demonstration,Kebene Community (Gurage Zone) members protested in support of special woreda status for Gurage,0,0,No,No,,Hawassa,Unknown
1/4/2023,,37NCG2439318246,5.591149768,37.41457535,,SNNP,No,,Yes,Armed Clash,SNNP police & residents,Unclear,Crime,Two reportedly killed in a clash between SNNP police and residents in Ateye Kebele,2,0,No,No,,,conflict oriented
12/29/2022,,37PGM0438299226,10.84281458,40.86959258,,Afar,No,,Yes,Intercommunal Violence,Afar & Issa clans,,Miscellaneous,Altercations reported between Afar and Issa-Somali communities,0,0,No,No,,,conflict oriented
12/29/2022,,37PFL0988804249,9.083629934,39.99994635,,Oromia,No,,Yes,Intercommunal Violence,Afar youth,Awash National park,Miscellaneous,Armed conflict in Awash National Park sparked by the incursion of Afari youth in search of camels resulted in 4 fatalities.,4,0,No,No,,East Shewa,conflict oriented
12/28/2022,7:45:00 PM,37PEK3101945164,8.550460714,39.28187961,Adama,Oromia,Yes,Bomb,Yes,Armed Clash,Suspected individuals,Hatric Buchery & Jambo house,Explosive/Remote Violence,"On December 28, sources reported yesterday, around 7:45 p.m., a bomb (possibly a grenade) exploded at a hotel called the Hatric Butchery & Jambo House in Dhadachaa Arara Kebele, Bole sub-city in Adama City, of the Oromia Region, killing one person and injuring many. 11 Suspects who may have been involved in the attack are currently under investigation by the police.",1,Many,Yes,No,,East Shewa,crime orienetd
12/24/2022,,37PFK0288499748,9.043093889,39.93612049,,Oromia,No,,Yes,Intercommunal Violence,Afar & Oromo,Civilains,Miscellaneous,"On December 24,2022 conflict was reported at Awash National Park, bordering Afar and Oromia regions. It is said that the conflict was triggered after two Afar youths who went to the neighboring Oromia kebeles in search of lost camels were shot and one of the two youths died immediately. the conflict escalated after the residents from the Afar side who heard about the shooting arrived at the scene. As a result, a heavy fight between Afar residents and OLF shene took place. According to the Afar region deputy police commissioner 5 people have died from the Afar side. He added that currently fighting has stopped but the OLF shene members hide themselves within the bordering Oromo community.",0,0,No,No,Afar police commisioner,East Shewa,conflict oriented
12/20/2022,,38NMM7656271793,6.077656246,44.78819105,,Somali,No,,Yes,Intercommunal Violence,Clans,Residents,Miscellaneous,"Interclan conflict between residents of the Qarasodi Kebele in Korahe Zone and Sanweyne Kebele in the El Ogaden Woreda caused tension, violence, and protests killing 1 and injuring three others. Following protests, Somali Regional Forces reportedly killed a second person. The conflict was reportedly triggered by a water well project in disputed lands.",3,3,Yes,No,,Korahe,Conflict oriented
12/8/2022,,37PDK8595396924,9.018717826,38.87219905,,Addis Ababa,Yes,,Yes,Armed Clash,Unclear,Civilains,Crime,"A grenade explosion in a grocery in the Goro area in Woreda 9, Lemi Kura sub-city, injuring seven people",0,7,Yes,No,,Lemi Kura Sub-City,Crime orinted
11/18/2022,,37PBL0298517218,9.192174769,36.29726845,,Oromia,No,,Yes,Armed Clash,Gumuz liberation army,Civilains,Crime,"sources reported that an armed group (potentially Gumuz Liberation Army) that came from the Benishangul-Gumuz Region, Kamashi Zone, Anger Waja (Kebele) border area allegedly entered village 8, Limu Woreda in the East Wollega Zone and suddenly opened an attack against civilians with alleged causalities being reported.",0,0,No,No,,East Wellega,conflict oriented
11/17/2022,,37PFM2787305638,10,40.1667,Kahoo,Afar,No,,Yes,Intercommunal Violence,Afar & Issa clans,,Miscellaneous,"Sources confirmed that the conflict between Afar and Issa-Somali communities continues to intensify in Korkoro and Gedamaytu Kebele in Hanruka Woreda of Zone 3 (Gebi Resu) and a new eruption of conflict is also ongoing in a locality called Kahoo, in Simurobi Gele'alo Woreda in Zone 5 (Hari Rasu), on the border areas of Zone 3.",0,0,No,No,,Zone 5,Conflict oriented
11/13/2022,,37PDM7063235394,10.27106386,38.7318145,Gundo Meskel,Oromia,No,,Yes,Armed Clash,OLA,,Crime,"Multiple sources reported that the OLA/Shene attacked and controlled several kebeles in Dera Woreda, including Jiru Dada and Gundo Meskel areas in the North Shewa Zone, Oromia Region. Reportedly, the group?s fighters killed some ethnic Amhara civilians and robbed and/or vandalized private and government property, including many banks",1,0,No,No,,North Shewa,Conflict oriented
11/10/2022,,36NXP7599617403,7.39204526,34.59460047,,Gambella,No,,Yes,Armed Clash,Murle militants,,Crime,Armed clash between Gambella Regional Security Forces and armed Murle Tribesmen crossing from South Sudan. The Murle tribesmen reportedly ambushed a vehicle. Two Gambella security forces were reportedly killed and one wounded.,1,1,No,No,,Anuak,Conflict oriented
11/9/2022,,37PFL3174933484,9.347404378,40.19974694,,Afar,No,,Yes,Intercommunal Violence,Afar & Issa clans,,Miscellaneous,Armed clash betweend Afar and Issa clans in Gedamaytu Kebele of Amibara Woreda and Korkoro Kebele of Hanruka Woreda,0,0,No,No,,Zone 3,Conflict/political oriented
11/8/2022,,37PEK0239132162,8.432957774,39.02172086,Koka Town,Oromia,No,,Yes,Armed Clash,OLA,Civilains,Crime,"OLA Shene militants attacked civilians and set fire to trucks in Koka Town, located on the main expressway between Mojo and Ziway (Adama Tulu Town)",0,0,No,No,,East Shewa,Crime/Political orinted
11/2/2022,,37PER0744552850,14.04632684,39.06895864,Indaba Tshama,Tigray,Yes,Drone,Yes,Drone Strike,GOE,Civilains,Explosive/Remote Violence,Two civilians reportedly killed in GOE airstrikes in Indaba Tsahma,2,0,No,No,,,Crime orinted
11/2/2022,,36PYR7568152694,9.514141444,35.51103398,Nejo Town,Oromia,No,,Yes,Armed Clash,UAG,local auhority office,Crime,"UAG reportedly attacked and attempted to capture Nedjo, Lalo Asbai, Boji Dirmaji woredas of West Wollega Zone.",0,0,No,No,,West Wollega,Conflict oriented
11/2/2022,,36PYR6828153690,9.523622123,35.44374272,,Oromia,No,,Yes,Armed Clash,UAG,local authority office,Crime,UAG reportedly attacked and captured Babo Gambel and Jarso Woredas in West Wollega Zone,0,0,No,No,,West Wollega,Conflict oriented
10/31/2022,,36PYR4170279617,9.759569213,35.20328802,Bengul,Oromia,No,,No,Kidnapping,OLA,Civilains,Crime,"West Wollega Head of Administration and Security Office reported that OLA/Shene abducted 16 passengers in Bengul, mostly students, traveling from Assosa Town to the Kamashi Zone.",0,0,No,No,,West Wollega,Crime/Political
10/26/2022,,38PKR7021932241,9.332029412,42.9079494,Jijiga Town,Somali,No,,No,Protest,Residents,,Demonstration,"RSO sources reported that a public protest occurred in Jigjiga City today, condemning the killing of the regional council member, Juweria Mohammed Ibrahim, that occurred as a result of the armed assault at Jigjiga Airport yesterday. Protestors are demanding justice for the death of Juweria. Reportedly, youth closed the road leading to the house of the deceased, refusing her burial until justice is served. Allegedly, a wide protest organized by angry youth may be expected after the burial.",0,0,No,No,RSO sources,,Unknown
10/26/2022,,37PDK8106304825,8.185642787,38.82808683,Meki,Oromia,No,,Yes,Armed Clash,GOE & UAG,,Crime,"On 26 October, fighting erupted between security forces and an UAG in the vicinity of Maki, Dugda woreda of East Shewa zone. No further details known.",0,0,No,No,,East Shewa,Conflict/political
10/25/2022,,38PKR7021932241,9.332029412,42.9079494,Jijiga,Somali,No,,Yes,Assasination,EFP member,local auhority,Crime,A fresh police officer who joined EFP few months ago and assigned at Jijiga Airport opened life gun fire and killed the regional council member (female) and wounded the other council member including his sister.,2,1,No,No,,,Unknown
10/23/2022,,37PCL8463831625,9.331066662,37.94951873,Chobi,Oromia,Yes,Drone,Yes,Drone Strike,GOE,,Explosive/Remote Violence,Drone strike reportedly killed 70 and injured 112 in Chobi,112,70,No,No,,West Shewa,Conflict/Political oriented
10/23/2022,,37PCL7115953978,9.532818233,37.8261128,Gindeberet,Oromia,Yes,Drone,Yes,Drone Strike,GOE,OLA,Explosive/Remote Violence,Drone strike reported targeting OLA,0,10,No,No,,West Shewa,Conflict/Political oriented
10/23/2022,,37PEK9200170209,8.776174798,39.83649875,,Oromia,Yes,Drone,Yes,Drone Strike,GOE,OLA,Explosive/Remote Violence,Drone strike reported targeting OLA,0,10,No,No,,East Shewa,Conflict/Political oriented
10/22/2022,,37PDL1523054993,9.543116345,38.22760211,Meta Welkite,Oromia,Yes,Drone,Yes,Drone Strike,GOE,OLA,Explosive/Remote Violence,Drone strike reported targeting OLA,0,10,No,No,,West Shewa,Conflict/political oriented
10/15/2022,,37PFK0276370478,8.778380258,39.93434573,Bomissa,Oromia,No,,Yes,Assasination,GOE,,Crime,"GOE security forces killed Boru Roba, a respected member of the Karrayu Gadaa leaders, and abducted his brother and sister.",1,0,No,No,,East Shewa,crime/Political
10/15/2022,,37PBM6592904518,9.985069692,36.86479467,Kiremu,Oromia,No,,Yes,Intercommunal Violence,FANO,,Miscellaneous,At least 30 reortedly killed in attacks by FANO militants in Kiremu,0,30,No,No,,East Wellega,Crime /Political oriented
10/11/2022,,37PBN0423819660,11.0212037,36.29339268,,Benishangul-Gomuz,No,,Yes,Assasination,UAG,,Crime,"Hiss Hincho, head of Mandura Woreda, was killed along with security guards by unidentified gunmen",1,4,No,No,,Metekel,Crime/political
10/8/2022,,37PEQ3249975447,13.34625936,39.30011618,Wemberet,Tigray,Yes,Drone,Yes,Drone Strike,GOE,,Explosive/Remote Violence,"Drone strike reported near Dengolat, near Wemberet.",6,80,No,No,,,Conflict oriented
10/3/2022,,37PDL3185431160,9.327870752,38.37945103,Muger,Oromia,No,,Yes,Armed Clash,OLA,,Crime,"OLA/Shene ambushed a bus carrying Muger Cement Factory workers, killing 2 and wounding 12",2,12,No,No,,West Shewa,crime/Political
10/2/2022,,37PBK7388320442,8.321637213,36.94689041,Gatira,Oromia,No,,No,Kidnapping,Gunman,,Crime,"Gunmen kidnapped Bekele Garedew, Deputy Manager of Muger Cement Factory, and his driver",0,0,No,No,,West Shewa,crime/Political
10/1/2022,,37NGG6494099819,6.325707804,41.39475141,,Somali,No,,Yes,Intercommunal Violence,Oromia special force,,Miscellaneous,Clashes involving Oromo Regional Special Forces in Guradhamole Woreda in Liban Zone Somali regional state after the Oromo forces crossed into Liban zone sending residents fleeing. The incident is part of a larger issue between Oromo and Somali pastoralists seeking grazing grounds.,0,0,No,No,,,conflict oriented
10/1/2022,,37NDJ9176776466,7.929156339,38.92530683,,Oromia,No,,Yes,Armed Clash,UAG & ENDF,,Crime,"On 01 October, fighting erupted between security forces and an UAG in the vicinities Adare, Aroresa Kalabo and Koche, Zuwayi Dugda woreda of East Arsi zone. Reporting indicates that eight were killed and ten others were injured from both sides in the clash. No further detail was known.",8,10,No,No,,East Arsi,Conflict oriented
9/29/2022,,37PBK7672429247,8.401367149,36.97226506,,Oromia,No,,No,Kidnapping,UAG,Cement factory D/Manger,Crime,"unidentified gunmen kidnapped the deputy manager of Muger Cement Factory, a government development organization in the Oromia region. The newspaper mentioned that manager Bekele Garedew and his driver were allegedly kidnapped by gunmen in a place called Gatira in West Showa Zone.",0,0,No,No,,West Shewa,Crime/Poltical
9/29/2022,,37PFK0090184998,8.909737499,39.91773865,Metehara,Oromia,No,,Yes,Intercommunal Violence,OLA,Civilians,Miscellaneous,"Armed group,allegedly OLF Shene opened an attack on civilian residents in a place called Metehara Adibar 2nd camp",0,0,No,No,,Adibar 2nd camp,Conflict oriented
9/28/2022,,37PDK7741292802,8.981400478,38.79450716,,Addis Ababa,No,,No,Crime,Police,Suspected Individuals,Crime,Police intercepted 97 kilograms of cocaine in Bole International Airport,0,0,No,No,,,Crime oriented
9/27/2022,,37PBM8336810654,10.04151511,37.02347743,,Oromia,No,,Yes,Armed Clash,UAG,Civilians,Crime,UAGs allegedly killed over 100 civilians in the past 3 weeks in the Amuru and Jagra Jarte woredas of the Horo Guduru Wollega Zone,100,0,No,No,,Horo Gudru Wellega,Crime/Political
9/27/2022,,37PDR0975181822,14.30681707,38.16319867,Adi Daero,Tigray,No,,Yes,Armed Clash,ENDF,IDP Center,Crime,Ethiopian forces allegedly killed 65 civilians sheltering in a IDP center on the grounds of a school.,65,0,No,No,,,Crime oriented
9/25/2022,,37PBN4932446379,11.26605419,36.70385002,Dangila,Amhara,Yes,Grenades,Yes,Assasination,UAG,Amhara PP office head,Explosive/Remote Violence,"Early in the morning at 4:30am, two hand grenades were thrown to the Amhara Region Prosperity Party Office head ? Girma Yeshitila residence in Dangila town which looks an assassination attempt. Death or injuries not reported and the incident is not confirmed by government as well.",0,0,No,No,,Agew Awi,Crime/Political oriented
9/25/2022,,37PDK7356596797,9.017514242,38.75948824,,Addis Ababa,No,,No,Crime,Individuals,Suspected Individuals,Crime,Police arrested 14 individuals allegedly engaged in theft and robbery,0,0,No,No,,,Crime oriented
9/25/2022,,37PCM0954383196,10.69864565,37.2585868,Finote-Selam,Amhara,No,,No,Protest,FANO,Release of the Amhara popular leader,Demonstration,"Protest was held demanding release of Zemene Kassie, leader of the Amhara Popular Forces (FANO).",0,0,No,No,,West Gojjam,Unknown
9/25/2022,,37PCN2373880128,11.57563889,37.3835129,Bahir Dar City,Amhara,No,,No,Crime,Police & NISS,Suspected Individuals,Crime,Police and NISS reportedly intercepted 63 cocaine tablets,0,0,No,No,,,Crime oriented
9/24/2022,,37PDK7031596869,9.018150015,38.72991956,,Addis Ababa,No,,No,Crime,Individuals,Private residence,Crime,Police disrupted an organized robbery attempt by individuals that posed as federal security forces and targeted a private residence in Lideta Sub city,0,0,No,No,,,Crime oriented
9/22/2022,,37PEN7226589657,11.66556644,39.6630247,Mersa,Amhara,No,,No,Arrests,UAG,,Crime,Police captured 63 infiltrators in Mersa Town in North Wollo Zone of Amhara Region,0,0,No,No,,North Wollo,Crime oriented
9/22/2022,,36PWQ9633614826,8.275191717,33.87476397,,Gambella,No,,Yes,Armed Clash,UAG,,Crime,"UAGs assaulted a motoboat traveling from Jikawo Woreda to Meteher area in Nuer Zone, killing 1 and wounding 6 others.",1,6,No,No,,Nuer,Crime oriented
9/22/2022,,37PCL0017789869,9.854497606,37.17782051,Jarte,Oromia,No,,Yes,Armed Clash,ENDF & OLA,,Crime,"Armed conflict between ENDF and OLA/Shene broke out in Jarte Town, killing 2",0,2,No,No,,Horo Gudru Wellega,conflict oriented
9/22/2022,,37NCG7839644088,5.825997686,37.9016108,,SNNP,No,,Yes,Assasination,UAG,Civilians,Crime,Assassination attempt on 9 HOPR members claimed the lives of 5 civilians and injured 4 others in the Amaro Special Woreda of the SNNP,4,5,No,No,,,Crime oriented
9/21/2022,,37NCG7760744048,5.825623355,37.89448866,,SNNP,No,,Yes,Armed Clash,OLA,local militias,Crime,Five militias killed and 4 injured in Amaro district of SNNPR by militants came from West Guji of Oromia region who are believed to be OLA Shene from Gelana District. The incident happened when 8 Ethiopia law makers are on their way to meet Kore tribes living in Amaro District to find solution for conflicts in the area. Amaro Police confirmed the attack.,5,4,No,No,,,Conflict oriented
9/21/2022,,37PDK7049389294,8.949636395,38.73158635,,Addis Ababa,No,,No,Arrests,TPLF,,Crime,Alleged TPLF operative disguised as a priest apprehended,0,0,No,No,,,Crime oriented
9/21/2022,,37PDK7424789610,8.952515575,38.76573051,,Addis Ababa,No,,No,Arrests,Individual,,Crime,"Individual arrested for possession of 235 bullets and counterfeit currency worth 80,000 birr",0,0,No,No,,,Crime oriented
9/21/2022,,37PCN2346778585,11.56168045,37.38110964,Bahir Dar City,Amhara,No,,No,Arrests,Individual,,Crime,"Zemene Kassie, who had been a fugitive for several months, was apprehended in Kebele 03",0,0,No,No,,Bahir Dar,Crime oriented
9/21/2022,,37PEK8811586329,8.922046297,39.80148198,,Oromia,No,,Yes,Assasination,UAG,,Crime,Leader of the Alge Kebele was killed by gunmen in Fentale woreda.,1,0,No,No,,East Shewa,Crime oriented
9/20/2022,,37PEP9292749650,12.20755003,39.85427616,,Afar,No,,Yes,Armed Clash,Afar Special Force & TPLF,Unclear,Crime,Armed conflict between Afar Special Forces (ASF) and TPLF,0,0,No,No,,Fenti,conflic/political
9/20/2022,,37NCG6474310304,5.520189253,37.77894908,,SNNP,No,,Yes,Armed Clash,UAG,Individuals,Crime,UAG killed two individuals and injured one other,2,1,No,No,,,Crime oriented
9/20/2022,,37PER5021579168,14.28384565,39.46557275,Adigrat,Tigray,No,,Yes,Armed Clash,Eritrean foces,Unclear,Explosive/Remote Violence,Eritrean forces allegedly shlled the surrounding areas of Adigrat City,0,0,No,No,,,Conflict oriented
9/20/2022,,37PCR8201272859,14.22474577,37.90641318,Ziban Gedean Village,Tigray,No,,Yes,Armed Clash,Eritrean foces,IDP camp,Explosive/Remote Violence,Eritrean forces allegedly shelled an IDP camp. Sources indicated intense fighting between the TPLF and Eritrean forces along the border areas,0,0,No,No,,,Conflict oriented
9/18/2022,,36PXQ7535411286,8.240965855,34.59199888,Gambella City,Gambella,No,,No,Arrests,Police,Individuals,Crime,"Police arrested an individual trafficking weapons, seizing 20 AK-47s and 34 rounds of ammunition",0,0,No,No,,,Crime oriented
9/18/2022,,36NYM8942225426,5.652359822,35.61269768,,Southwest,No,,No,Arrests,local authority,Suspected Individuals,Crime,Authorities seized a large number of weaons and ammunition and arrested 27 suspects in connection with illegal arms trafficking,0,0,No,No,,,Crime oriented
9/18/2022,,37PDK8106304825,8.185642787,38.82808683,Meki,Oromia,No,,Yes,Armed Clash,UAG,Unclear,Crime,"On 18 September, an intensive gunfire was heard in the vicinity of Meki, Dugda woreda of East Shewa zone. No further details known.",0,0,No,No,,East Shewa,conflict/political
9/17/2022,,37PEP6535807594,11.827911,39.60000509,Woldiya,Amhara,No,,No,Arrests,GOE,TPLF infiltrators,Crime,More than 200 alleged to be TPLF infiltrators were arrested,0,0,No,No,,Wag Hemra,crime oriented
9/16/2022,,37PDK7827689289,8.949636395,38.73158635,,Addis Ababa,No,,No,Arrests,GOE Security forces,Individuals,Crime,Individual suspected of preparing and distributing counterfeit currency arrested,0,0,No,No,,,Crime oriented
9/16/2022,,37NDG9893549839,5.879095359,38.99037935,,Oromia,No,,No,Arrests,OLA,,Crime,"Authorities seized 2,600 liters of fuel reportedly intended to supply OLA-Shene. 15 suspects and traffickers were reportedly secretly supplying weapons and food to OLA-Shene",0,0,No,No,,East Guji,Crime oriented
